id,time,title,content,info
394,2018-06-16,《​阿门罗》欧版 中文版,Dump by 78345100 您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。百度云链接：http://pan.baidu.com/s/1pgoN-9EiajX7pCv6VZkgXg   密码：g57r英文名称：Armello游戏语言：欧洲语言开发厂商：League of Geeks发行厂商：League of Geeks发售日期：2015-09-01游戏类型：策略类《Armello》是一款严肃且奇幻风格，栩栩如生的棋盘游戏。充满着虚张声势并结合了深度策略的冒险，战术性纸牌行动，丰富的棋盘策略与RPG要素。进行史诗般单人模式或多人对战模式，施放咒术，雇用代理人，并且准备好毒药与计谋来追求宝座任务吧！来源：https://www.gamestar.top/forum.php?mod=viewthread&tid=1413&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline󰄼 赞 3 赏󰄯 分享,其他类型
393,2018-06-16,[5.05]《偶像大师 星光舞台》日版 中文版,来自 Discord by gz死神bleach  日版中文，自DUMP，感谢死神！！可以去论坛顶贴。解压密码：gz死神bleach。    这是最新作不是之前的白金之星。  您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: http://pan.baidu.com/s/1cT89BcOOYmnlX2JgmEjisA   密码: yay4英文名称：The Idolm@ster - Stella Stage游戏原名：アイドルマスター ステラステージ游戏语言：日文开发厂商：BNEI发行厂商：BNEI发售日期：2017-12-21游戏类型：音乐类本作中，765事务所的偶像们将向被称为“星光舞台”的演唱会发起挑战。󰄼 赞 21 赏󰄯 分享,其他类型
392,2018-06-15,VR游戏《会哭的娃娃》、《虚拟现实乐园》、《艾露美》,感谢 Ghoul 投稿。VR游戏，会哭的娃娃。您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接：https://pan.baidu.com/s/1I6KUJKhImRtncG1g1x_hag     密码：qhdv《会哭的娃娃》是一款悬疑类探索解谜VR游戏。故事以一位女管家的视角，讲述了在一栋二层宅邸中所发生的离奇事件。游戏的主要玩法是逐个解开宅邸中的机关谜题，同时探究这一诡秘家庭中所隐藏的秘密。VR游戏，虚拟现实乐园，适合女孩子玩哦。您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接：https://pan.baidu.com/s/1Xa44qSMLLgwqUDpPYUkggg     密码：g2kw《The PlayRoom VR》是由尼可拉斯‧杜赛（Nicolas Doucet）领军制作的VR游戏合辑，收录6种不同玩法的VR 小游戏。最大特色是所有的游戏都运用了PS VR独特的“交流荧幕”功能，让配戴PS VR的玩家与其他观看电视的玩家可以看到不同的画面，提供非对称的游玩乐趣。VR动画，艾露美。挺感人的。您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接：https://pan.baidu.com/s/1SRV1eVR70S3Wl7gddGO4RQ     密码：r6t2《艾露美》讲述住在云中一个奇幻城市的一个孤儿小女孩的故事。在经历悲惨的遭遇后，她伸手抓住对未来的希望。以汉斯•克里斯汀•安徒生的《卖火柴的小女孩》故事为灵感，《艾露美》描述了母女之间的爱，以及她们为大多数人的利益作出的牺牲。󰄼 赞 16 赏󰄯 分享,动作类
391,2018-06-15,[​5.05]《伊苏 起源》港版 中文版,"来自 Discord by gz死神bleach  今天三更完毕。明天继续。解压密码：gz死神bleach 您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: http://pan.baidu.com/s/1lu9_9GQaz9emLeOAlHN06Q   密码: 3rm4英文名称：Ys Origin游戏原名：イース・オリジン游戏语言：中文(非国行)开发厂商：Falcom发行厂商：DotEmu发售日期：2017-09-07故事舞台是700年前的古代伊苏王国,所谓的新作，是交代“伊苏”这个国度如何诞生的历史，所以“YSO”这个标题也可以说明一切，隐含的意思也很多。“YS Origin”，第一个意思就是《伊苏》系列故事的原点，舞台在古代的伊苏王国，为什么《伊苏》这个游戏以“伊苏”这个国家的名字而命名，玩家也许能够得到更多的体会；“优雅将升华到感动”，玩过YS1和YS2都知道这两代是伊苏系列最成功最经典的作品，回归到“伊苏”这个国家的故事必然会继承、发扬、强化以往YS1和YS2的特色。 故事内容：700年前，伊苏王国为了逃避魔兽突如其来的侵袭，其支配王国的女神和六位神官利用黑珍珠的力量将萨尔蒙所在的那片土地升上天空之中。但是为了追赶已经漂浮在天空的伊苏王国，魔兽们建造了巨大的漆黑的『塔』，而拥有翅膀的魔兽更飞到天空追继续侵袭的行动，伊苏王国在此面临灭亡的危机。󰄼 赞 51 赏󰄯 分享",角色扮演
390,2018-06-15,《星露谷物语》美版 中文版（含1.20补丁）,by 老玩家75 某宝买的盘终于到了，竟然用了一个星期，醉了！ 立马DUMP了!打了1.20补丁就有中文了哦！您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。 链接：https://pan.baidu.com/s/15HtwHl2RKhVWo59JsS8ijw   密码：cgb1来源：https://www.gamestar.top/forum.php?mod=viewthread&tid=1387&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline󰄼 赞 11 赏󰄯 分享,角色扮演
389,2018-06-15,[4.55]《小小梦魇》港版 中文版,来自 Discord gz死神bleach-今天中午12点整4.55/5.05 小小梦魇 港中 BY gz死神bleach  解压密码：gz死神bleach您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: http://pan.baidu.com/s/1e1zemWl9RVThffKDyu1MKw   密码: 3rtf英文名称：Little Nightmares游戏语言：中文(非国行)开发厂商：Tarsier Studios发行厂商：BNEI发售日期：2017-04-28本作由瑞典独立游戏开发工作室Tarsier Studios负责开发，是以面对儿童时期的恐惧为中心。游戏中的主人公是一名穿着黄色雨衣的小女孩，她堕入了名为Maw的巨大岛屿地下设施中，在这里遍布着腐坏的灵魂，而这些敌人的目的是找寻下一个可以食用的“肉体”。游戏一开始需要玩家完成一个游戏拼图，随着游戏的进行，游戏中有更多的谜题等待着玩家们前来解决，玩家在游戏的同时也能轻松的了解游戏的剧情。󰄼 赞 17 赏󰄯 分享,动作类
388,2018-06-15,[5.05]《战神 夜战》中文版,来自 Discord by gz死神bleach 解压密码：gz死神bleach您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: http://pan.baidu.com/s/1V_9Us8ALgwnVIFW43M5-9w   密码: rdpb英文名称：Battle Chasers - Nightwar游戏语言：欧洲语言开发厂商：Airship Syndicate Entertainment发行厂商：THQ Nordic发售日期：2017-10-03《战神 夜战》是一款角色扮演游戏，灵感来自 控制台风格的游戏大作和90年代的同名经典漫画。本游戏的特色是深度地下城潜伏、传统JRPG格式下所呈现的回合制战斗，以及在探索世界的过程中展开的丰富多彩的故事内容。󰄼 赞 31 赏󰄯 分享,角色扮演
387,2018-06-15,《使命召唤12 黑色行动3》港版 繁体中文版,来源：老玩家75 您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接: https://pan.baidu.com/s/1opKgd8Zt0zACBjbQLItDdA  密码: aqxs使命召唤 黑色行动3 中文版英文名称：Call of Duty - Black Ops III游戏原名：コール オブ デューティ ブラックオプスIII游戏语言：中文(非国行)开发厂商：Treyarch发行厂商：Activision发售日期：2015-11-06《使命召唤12 黑色行动3》的世界基于地球环境变化导致的资源战争，且因自动机械化的科技发展让战场以自动无人机与机械士兵主导。超级战士们虽拥有更高超的战斗力却逐渐丧失人性。󰄼 赞 68 赏󰄯 分享,射击类
386,2018-06-14,《王国之心2.8》日版 日文版（含1.02补丁）,来自 Discord okt04175 - 本周二早上7点52分享者：okt04175 (拉登的網站那位alan2350)Bitcoin打賞地址：1AcjgfHgjSH7vRSwJ3ov21HbBcbXvK9y1T您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。Link：https://pan.baidu.com/s/1HMmPX7KGCnjG7pSI1_Bhzw 提取密碼: qr3w 備注：1.解壓縮失敗請減少下載線程(連接數 / 分段)再下載一次失敗的部份2.日文版的O X操作與歐美版相反，對普遍亞洲玩家來說英文版簡直是反人類操作，所以現在建議被歐美版操作雷到的人下載這個日文版以正常O X操作體驗遊戲。英文名称：KINGDOM HEARTS HD 2.8 Final Chapter Prologue游戏原名：キングダム ハーツ HD 2.8 ファイナル チャプター プロローグ游戏语言：日文开发厂商：Square Enix发行厂商：Square Enix发售日期：2017-01-12本作将收录《王国之心3D 梦中陨落》《王国之心 X Back Cover》《王国之心0.2 梦中降生 A Fragmentary Passage》这3款作品的HD版。󰄼 赞 14 赏󰄯 分享,角色扮演
385,2018-06-14,《鬼刃HD》港版 中文版,转自 Discord 91WII 首发 鬼刃 飞行弹幕射击游戏 港中 by gz死神bleach  初来乍到，，三连发表诚意。  港中。解压密码： gz死神bleach 链接：您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: http://pan.baidu.com/s/1v_FnzYZfkLAFv5_KO0wk4w   密码: rg37英文名称：Ghost Blade HD游戏语言：欧洲语言开发厂商：HUCAST发行厂商：HUCAST发售日期：2017-02-28《鬼刃HD》主打的是90年代经典弹幕射击风格，游戏拥有五大关卡，大型BOSS战，3种难度，3艘可操纵飞船，本地同屏双人合作模式。󰄼 赞 28 赏󰄯 分享,射击类
384,2018-06-14,《海贼王 无尽世界R 豪华版》港版 繁体中文版,转自 Discord 91WII首发 海贼王 无尽世界 红 港中 by gz死神bleach  初来乍到，今天先来三连发。。。港中繁体您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。解压密码：gz死神bleach  链接: http://pan.baidu.com/s/1C4fCLYiMxPD1OVML7j4hhw   密码: fjft英文名称：One Piece - Unlimited World Red - Deluxe Edition游戏原名：ONE PIECE アンリミテッドワールドR デラックスエディション游戏语言：中文(非国行)开发厂商：BNEI发行厂商：BNEI发售日期：2017-08-24《海贼王 无尽世界R 豪华版》是《海贼王 无尽世界R》的移植作品，支持最多2人互联网游玩，可以和朋友一起协力作战。此外，还会收录已经配信的各DLC内容。本作是《海贼王 无尽航海SP》的续作，故事以路飞等人修行两年后的世界观为基础，展开了一段全新的冒险。󰄼 赞 39 赏󰄯 分享,动作类
383,2018-06-14,《维京人 人中之狼》中文版,转自 Discord 91WII首发 维京人人中之狼 港中 BY gz死神bleach  额额各位不用辛苦转发了，两个论坛挂了我也来着驻扎了，哈哈。话不多说直接首发。还是每天三更请期待。港中。您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接：http://pan.baidu.com/s/1DVpAE99QfmljxxJK2LT4yQ   密码：l6sp  老规矩解压密码就是我ID： gz死神bleach英文名称：Vikings - Wolves of Midgard游戏语言：中文(非国行)开发厂商：Games Farm发行厂商：Kalypso发售日期：2017-03-24游戏聚焦维京人对抗巨人之战，作为人类世界的米德加德，其中Ulfung部落被称作人中之狼，操控这些强悍的维京战士保卫城镇，对抗Jotan，众多怪兽，游戏支持单机模式，联机合作模式，包括大量神话武器，比如剑与盾，双手锤，双持斧，弓箭，赢得战斗可获取诸神的力量，比如诸神的魔法能力。游戏包括战役模式和New Game模式，还包括特别模式“诸神的试炼”，可赢特别装备与符文，另外游戏支持可破坏场景。󰄼 赞 26 赏󰄯 分享,角色扮演
382,2018-06-14,​《猫头鹰男孩》欧版 中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接：https://pan.baidu.com/s/1_c6XSaYLRbCAhknC9u62Dw   密码：ja3w来自 Discord bchdd - 今天下午5点26分英文名称：Owlboy游戏语言：欧洲语言开发厂商：BlitWorks发行厂商：Sodesco发售日期：2018-05-29《猫头鹰男孩》是一款精美像素风动作冒险游戏。这款游戏制作周期长达十年，在经历了漫长的等待、重设、改进后，这款像素风的冒险游戏终于再次亮相，并将于今年秋天发售。主角是一个能跑会飞的猫头鹰男孩，以多种世界的混合为背景，开放世界探索和平台飞行等多种元素玩法，我们需要协助这个猫头鹰男孩，开启风之机器，阻止海盗们的邪恶计划。󰄼 赞 10 赏󰄯 分享,动作类
381,2018-06-14,《曼岛摩托车赛 边缘竞速》欧版 中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。 链接: http://pan.baidu.com/s/1c3DwVhV_oRRz-Ewze-UPZQ   密码: 19td感谢 Discord codeworkx 帮忙补链。曼岛摩托车赛 欧版带简中 by78345100英文名称：TT Isle of Man - Ride On The Edge游戏语言：欧洲语言开发厂商：Maximum Games发行厂商：Bigben Interactive发售日期：2018-03-06曼岛摩托车赛游戏基于真实赛事改编而来，给你酣畅淋漓的游戏体验。此刻，你就是专业的赛车手，你将挑战全程60.7公里的全球最长赛道，以200km/h以上的速度飞驰，与全世界各国选手竞技。英国曼岛摩托车赛是全世界最搏命、最刺激的摩托车比赛，赛车的平均车速超过200km/h，最高车速超330km/h尽管已经有二百多名选手命丧赛道，但这项世界顶级赛事依旧吸引着全球最优秀的摩托车选手。来源：https://www.gamestar.top/forum.php?mod=viewthread&tid=1355&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline󰄼 赞 18 赏󰄯 分享,体育竞速
380,2018-06-14,《盐与避难所》港版 中文版,来自 Discord 首发by bazzi 自dump 测试正常 发布 解压密码:一夜倾城哈哈 您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接：https://pan.baidu.com/s/1MiGoyJeCTiJs5Tncs6QmuA  密码：0n5C󰄼 赞 13 赏󰄯 分享,动作类
379,2018-06-14,《少女与战车 梦幻战车对决》中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。少女与战车-战车梦幻大会战 港中 by老玩家75 链接: https://pan.baidu.com/s/1nYUAJL-64DwHcw3v1elzgQ   密码: 2uxe英文名称：Girls und Panzer - Dream Tank Match游戏原名：ガールズ＆パンツァー ドリームタンクマッチ游戏语言：中文(非国行)开发厂商：BNEI发行厂商：BNEI发售日期：2018-02-27本作是PS4独占的在线对战作品，目前还没有详细的玩法介绍，但从宣传视频的实机画面来看应该是动作射击玩法，场景也相当还原，玩家们可以自由操纵坦克在战场驰骋，还原坦克漂移不是梦！来源：https://www.gamestar.top/forum.php?mod=viewthread&tid=1348&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline󰄼 赞 13 赏󰄯 分享,射击类
378,2018-06-13,《漫画英雄VS卡普空无限》港版 中文版,感谢Fiona投稿留言！原创资源：漫画英雄对卡普空无限港版中文您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接：http://pan.baidu.com/s/1ASzbs9EQGOgFhqDtvSfp4g   密码：euym英文名称：Marvel vs. Capcom - Infinite游戏原名：マーベル VS. カプコン インフィニット スタンダードエディション游戏语言：中文(非国行)开发厂商：Capcom发行厂商：Capcom发售日期：2017-09-21《漫威 VS Capcom 无限》是MARVEL和CAPCOM的角色对战的游戏的最新作，游戏中玩家将会可以使用到超级英雄和CAPCOM的角色，而且会有2对2的新玩家出现！ 提到MARVEL不得不提无限宝石的无限之力吧，今次游戏中会出现6粒的无限宝石， 同时会推出游戏的限定剧情。󰄼 赞 76 赏󰄯 分享,格斗类
377,2018-06-13,​[5.05]《乐高幻影忍者大电影》港版 中文版,来自Discord 首发 by gz死神bleach 最好玩的一作乐高  港中，自DUMP，最好玩的一作乐高。确实不错。您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。解压密码： gz死神bleach 链接: http://pan.baidu.com/s/17oaMakWNO2bMA3IgDHa1kA   密码: qwyf英文名称：The LEGO NINJAGO Movie Video Game游戏原名：レゴ ニンジャゴー ムービー ザ ゲーム游戏语言：中文(非国行)开发厂商：TT Games发行厂商：Warner Bros. Interactive Entertainment发售日期：2017-09-28本作就是最近华纳兄弟乐高系列最新作品《乐高幻影忍者大电影》的相关游戏，较受关注的电影配音阵容强大，邀请了戴夫·弗兰科（Dave Franco）、贾斯汀·塞洛克斯（Justin Theroux）、弗莱德·阿米森（Fred Armisen）及成龙等当红明星担当，电影主要讲述六位忍者少年将在吴师傅（成龙饰）的帮助下，与大反派战神加马顿对抗，来保卫忍者城的故事。在这款游戏中，你可以穿梭在8个主要场景中，通过各类高难度跳跃及飞檐走壁等操作与城市里出现的敌人进行战斗，展现你的忍者技巧，此外你还可以参加个人比赛，去挑战好友。󰄼 赞 34 赏󰄯 分享,动作类
376,2018-06-12,[4.55]《横版射击 拉德罗杰斯》中文版,来自 Discord gz死神bleach - 今天下午1点58分 by gz死神bleach  解压密码：gz死神bleach  您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接:http://pan.baidu.com/s/1deh0uK_YjOcEK1Pd3dILDQ   密码:vf26横版射击游戏，类似魂斗罗。系统语言设简体。中文 链接：《拉德罗杰斯》是一款由Interceptor Entertainment开发的动作冒险游戏。在本作中，主角是一名12岁的小男孩，他和自己的游戏机Dusty被吸入电视机当中，开始了疯狂的冒险。虽然Dusty是一个老式游戏机，不过却可以在冒险中提供给主角各种帮助。《拉德罗杰斯》使用虚幻4引擎开发，游戏是经典的平台动作+射击类型，总流程约为7大关，其中还有不少隐藏的秘密值得玩家仔细挖掘。󰄼 赞 58 赏󰄯 分享,动作类
374,2018-06-12,[5.05]《赛车计划2》港版 中文版,来自 Discord by gz死神bleach-30多G。自dump，港中。解压密码：gz死神bleach。链接：您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: http://pan.baidu.com/s/1qVLsZkTNAqO_P3lQwZnRDg   密码: 5kcr󰄼 赞 58 赏󰄯 分享,体育竞速
373,2018-06-12,《使命召唤13 无限战争》繁体中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。下载地址链接：https://pan.baidu.com/s/1RNEWUK3-HHY_EbcYyxgvvQ    密码：5hdp使命召唤13无限战争繁体中文版， 是一款由Infinity Ward开发，动视暴雪发行的第一人称射击类游戏，是使命召唤游戏系列的第13部作品。玩家将扮演一名叫Reyes的队长，也是一名Tier 1特殊行动的飞行员，玩家将驾驶地球上最后一个仅存的战舰“惩罚者”号。与使命召唤系列前几代游戏一样，无限战争是一款第一人称射击游戏，但是游戏引入了全新的外太空游戏背景和零重力环境的游戏机制。玩家将会装备一个喷射背包和一个抓勾，它们可以帮助玩家在零重力环境下移动更加自如。因为游戏背景设定为太空，所以玩家可以造访太阳系中的不同行星、小行星及人造卫星。非常刺激火爆的fps射击游戏值得一玩！来源：https://www.gamestar.top/forum.php?mod=viewthread&tid=1157&extra=page%3D1%26filter%3Dauthor%26orderby%3Ddateline 分享者：游人戏水󰄼 赞 46 赏󰄯 分享,射击类
372,2018-06-12,《重返德军总部2 新巨像》中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。1MRKBoGxKUgswQAHJB1Qarw 密码: 662y来自 Discord：纪念第50个游戏发布 德军总部新巨像 港中 BY gz死神bleach  自DUMP，40多G大作，港中。解压密码：gz死神bleach  英文名称：Wolfenstein II - The New Colossus游戏语言：中文(非国行)开发厂商：MachineGames发行厂商：Bethesda Softworks发售日期：2017-10-27《重返德军总部2 新巨像》由2014年以来接手担当开发的MachineGames经手，这次会带领玩家回到被纳粹控制的美国土地，换上强力且奇妙的强化装甲，与当地民兵联手，前往数个被重点控制的城镇，解决所有看得到的纳粹，抢回美国。󰄼 赞 66 赏󰄯 分享,射击类
371,2018-06-12,[4.55]《新弹完论破V3》日版 中文版,您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。链接: http://pan.baidu.com/s/1VLcK6pVmbWs01ZWUB37qYw   密码: vcub来自 Discord BY gz死神bleach 久等了  日版中文，系统设繁体。解压密码：gz死神bleach英文名称：NEW Danganronpa V3 - Minna no Koroshiai Shingakki / Danganronpa V3 - Killing Harmony游戏原名：ニューダンガンロンパV3 みんなのコロシアイ新学期游戏语言：日文开发厂商：Spike发行厂商：Spike本游戏为弹丸论破系列第三部游戏作品，故事为第四部。 本作主题的两大关键字：“崭新的学园？”、“崭新的自相残杀？”。故事舞台将由“希望之峰学园”转移到遭巨大栅栏所隔绝的新舞台“才囚学园”，以更进化的“高速推理动作”来展开独特的黑色幽默剧情。为展现与前二作不同的世界观与创新式的游戏方式，在名字中增添“新”、“V”等字眼来区隔先前作品。故事简介：在这个世界上，政府实行了一种特别的奖励制度“菁英制度”，而被选中的人将会赋予以许多特权。因而出现了这群未来备受注目拥有着“超高校级”才能的学生们。而本作主角“超高校级的钢琴家－赤松枫”也是其中的一员。这些拥有超高校级的才能的学生们本应是散落在世界各地，也从来没有见过彼此，突然有一天，包含赤松枫在内的16位超高校级的学生们被囚禁在这所“才囚学园”里。󰄼 赞 23 赏󰄯 分享,角色扮演
370,2018-06-12,《影子战术 将军之刃》欧版 中文版,"来自 Discord Alvin - 上周日晚上11点36影子战术 将军之刃 Shadow Tactics Blades of the Shogun  欧版中文 已测试您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接: https://pan.baidu.com/s/1qPDpCuGsGf5toYBRfSlQ0A   密码: 9rwr解压密码：Packed By Alvin, https://discord.gg/kJwF6BF密码没错，解不出来的别找我....英文名称：Shadow Tactics - Blades of the Shogun游戏语言：欧洲语言开发厂商：Mimimi Productions发行厂商：Kalypso发售日期：2017-07-28《影子战术 将军之刃》是由Mimimi Productions制作的一款即时战略游戏。游戏故事发生在1615年的日本，玩家可以选择忍者、武士、歌妓、狙击手和陷阱师5名角色，利用他们各自的技能和特长在全部13个任务中一显神通消灭敌人。󰄼 赞 14 赏󰄯 分享",其他类型
369,2018-06-12,《太鼓达人 咚咚喀咚大合奏》中文版,来自 Discord 純淨版太鼓達人合奏咚咚咚  港版 繁體中文版 ( 自dump by Mk 1.00版本)您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。https://pan.baidu.com/s/1BPQITgIjTFYHJli9DL4P8w  密码：irpx英文名称：Taiko no Tatsujin - Session de Dodon ga Don!游戏原名：太鼓の達人 セッションでドドンがドン！游戏语言：中文(非国行)开发厂商：BNEI发行厂商：BNEI发售日期：2017-10-26《太鼓达人 咚咚喀咚大合奏》收录了超过70首的经典招牌歌及新曲，当中包括动画电影《你的名字。》主题曲《前前前世》，《剧场版蜡笔小新 外星人噼噼怪来袭》主题曲《Road Movie》等等。游戏另一个特色是可以好友的演奏数据进行合奏。 除了大家的熟悉的一般双打之外，只要事前把家人和朋友的PSN 帐号登记为好友，就可以读取他之前的演奏记录数据，就算本人不在现场一样可以「精神」双打。 名副其实是「哥打的不是太鼓，是寂寞」。玩家也可以和哆啦A 梦等客串的人气角色一起进行合奏，他们演奏开始前和演奏期间更会做出不同的反应，说出各式各样的台词。󰄼 赞 27 赏󰄯 分享,其他类型
368,2018-06-11,《拉比哩 中文版比》欧版 中文版,转自 Discord wchdsk ps4 Rabi-Ribi 硬核横版弹幕动作游戏，转自psxhax，自带简繁中文 您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接: https://pan.baidu.com/s/1xVT32pgA7i7yClcTXSw62A   密码: mtyy英文名称：Rabi-Ribi游戏语言：欧洲语言开发厂商：CreSpirit发行厂商：PQube发售日期：2017-09-01让兔耳娘当主角的游戏总是不嫌多，所以这是款献给兔耳爱好者的游戏 — 一款 2D 横向捲轴 + 平台探险动作游戏。游戏的主角，Erina，是一隻生活在宁静生活的普通兔子… 直到那天，她发现她身在未知的地方且变成了人类。 经历了没有目的的流浪后，她遇见一隻活泼的粉髮妖精 – Ribbon，因为一些原因她决定跟随 Erina。 在没有选择的情况下。一隻兔子和一隻妖精踏上了寻找家园的冒险。也许会找出这一切都是谁在搞鬼的说？Rabi-Ribi 是一款 2D 平台探险动作游戏，意味着它是一款非固定路线的游戏。剧情进行中会有提示玩家下一步该如何走，但玩家不必按照指示进行游戏，游戏可以按照玩家喜好顺序去完成。玩家将可以控制使用近战攻击的兔耳娘主角，Erina 。以及间接控制使用远距离攻击的 Ribbon 妖精。Erina只是一隻变成人类的普通兔子，所以不要以为她会做出什麽很强的东西啊！不过随着游戏的进行，可探索的区域也会随之增加，Erina 和 Ribbon 的能力也会渐渐提昇。藉由收集和升级分布在世界角落的道具，Erina 和 Ribbon 可以学习新的攻击和能力。另外，由于游戏没有固定路线，所有道具都可以跳过的，也就是可以在不收集任何道具的情况下破关。󰄼 赞 12 赏󰄯 分享,动作类
367,2018-06-11,[5.05]《不再犹豫 EX版》中文版,中文 华丽的4D飞行射击 by gz死神bleach   中文，系统设简体。您已评论，请查看如下隐藏内容哦！如果喜欢本站，可以打赏来支持站长。解压密码：gz死神bleach链接: http://pan.baidu.com/s/1EwLXyBI7eR_wcpdDeobI_A   密码: vp1r英文名称：Sine Mora EX游戏语言：欧洲语言开发厂商：Grasshopper Manufacture发行厂商：THQ Nordic发售日期：2017-08-08《不再犹豫EX》是由Digital Reality和草蜢工作室在2012年推出的垂直射击游戏《不再犹豫》的扩展版，将提供剧情模式，讲述完整的剧情内容。此外还有街机模式，会给玩家们提供“深层次、满意的操作体验”。󰄼 赞 12 赏󰄯 分享,射击类
366,2018-06-11,[4.55]《欧米伽迷宫Z》中文版（6月12日更新链接）,您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接: https://pan.baidu.com/s/1oRVvtHi5fC70gOEYRh4LNQ   密码: khkz感谢本站热心网友 肥肥的喵 分享！英文名称：Omega Labyrinth Z游戏原名：オメガラビリンスZ游戏语言：中文(非国行)开发厂商：Matrix Software发行厂商：Matrix Software发售日期：2017-08-31本作是2015年在PSV上推出的《欧米伽迷宫》的续作，新剧情、新角色自不必说，本作还将新增“Z胸”的新系统，喜欢欧派的绅士们千万不能错过了。本作虽然收录了大量可爱的妹子和绅士系统，但游戏的内容却意外（？）的超硬派！每次进入迷宫地形都会产生变化，玩家需要选择2名女角展开探索。值得注意的是，在迷宫内死亡会失去所有道具，并且每次进入迷宫时的等级都从1开始。前作中胸围最大可成长至K杯，但本作将登场可让成长至超过K杯的Z杯“Z胸模式”。成为Z杯后，可使用1次强力的“超级ω斩”，使用后胸部会变小。󰄼 赞 12 赏󰄯 分享,角色扮演
365,2018-06-11,《进击的巨人2》中文版（6月12日修复链接）,您已评论，请查看如下隐藏内容哦！如果喜欢本小站，可以打赏站长，用来升级服务器，捂脸。链接: https://pan.baidu.com/s/1SlO8dS9feEGmGurjfginrQ   密码: 9vxm感谢本站热心网友 肥肥的喵 分享！！󰄼 赞 79 赏󰄯 分享,动作类
